color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,real_domestic_gross,real_budget
Color,Bibo Bergeron,143.0,90.0,10.0,11000.0,Martin Scorsese,22000.0,160762022.0,False,Robert De Niro,Shark Tale ,132415.0,63165.0,Angelina Jolie Pitt,0.0,anchor|fish|mobster|shark|vegetarian,http://www.imdb.com/title/tt0307453/?ref_=fn_tt_tt_1,288.0,English,USA,PG,75000000.0,2004.0,17000.0,6.0,1.85,0,249061988.08051875,116194415.03440972
Color,Bill Condon,241.0,130.0,386.0,525.0,Jennifer Hudson,912.0,103338338.0,False,Loretta Devine,Dreamgirls ,55901.0,2856.0,Anika Noni Rose,0.0,1960s|fire|pop chart|singer|trio,http://www.imdb.com/title/tt0443489/?ref_=fn_tt_tt_1,503.0,English,USA,PG-13,70000000.0,2006.0,549.0,6.5,2.35,0,150012308.072371,101616319.44444443
Color,F. Gary Gray,161.0,118.0,473.0,680.0,Christina Milian,12000.0,55808744.0,False,Dwayne Johnson,Be Cool ,59435.0,15889.0,Debi Mazar,4.0,concert|mobster|russian|sequel|widow,http://www.imdb.com/title/tt0377471/?ref_=fn_tt_tt_1,323.0,English,USA,PG-13,53000000.0,2005.0,1000.0,5.7,2.4,0,83628817.07793137,79419943.67639528
Color,Steven Spielberg,298.0,163.0,14000.0,412.0,Moritz Bleibtreu,745.0,47379090.0,False,Ayelet Zurer,Munich ,176936.0,2529.0,Mathieu Amalric,0.0,arab|black september|israel|jew|munich olympics,http://www.imdb.com/title/tt0408306/?ref_=fn_tt_tt_1,824.0,English,France,R,70000000.0,2005.0,486.0,7.6,2.35,0,70997069.04224269,104894265.23297489
Color,Antoine Fuqua,89.0,142.0,845.0,787.0,Tom Skerritt,13000.0,43426961.0,True,Bruce Willis,Tears of the Sun ,93494.0,16580.0,Cole Hauser,1.0,dictator|doctor|jungle|rebel|refugee,http://www.imdb.com/title/tt0314353/?ref_=fn_tt_tt_1,394.0,English,USA,R,70000000.0,2003.0,1000.0,6.6,2.35,0,69071289.51877716,111336141.3043478
Color,Robert Luketic,140.0,100.0,126.0,925.0,Lisa Ann Walter,19000.0,47000485.0,True,Tom Selleck,Killers ,72867.0,25206.0,Catherine O'Hara,2.0,hired killer|marriage|neighbor|on the run|store clerk,http://www.imdb.com/title/tt1103153/?ref_=fn_tt_tt_1,120.0,English,USA,PG-13,75000000.0,2010.0,1000.0,5.4,2.35,0,63079791.1439034,100658202.48009683
Color,Guy Ritchie,362.0,116.0,0.0,104.0,Elizabeth Debicki,15000.0,45434443.0,True,Henry Cavill,The Man from U.N.C.L.E. ,175960.0,15735.0,Christian Berkel,2.0,box office flop|cia agent|criminal organization|kgb agent|nuclear bomb,http://www.imdb.com/title/tt1638355/?ref_=fn_tt_tt_1,360.0,English,USA,PG-13,75000000.0,2015.0,509.0,7.3,2.35,43000,56099844.80507727,92605699.1692579
Color,James L. Brooks,124.0,131.0,274.0,138.0,Paz Vega,11000.0,42044321.0,False,Adam Sandler,Spanglish ,65668.0,12522.0,Sarah Steele,2.0,chef|college|housekeeper|letter|mexico,http://www.imdb.com/title/tt0371246/?ref_=fn_tt_tt_1,342.0,English,USA,PG-13,80000000.0,2004.0,964.0,6.5,1.85,0,65137537.12151932,123940709.37003703
Color,Gil Kenan,190.0,91.0,27.0,925.0,Jon Heder,12000.0,73661010.0,False,Steve Buscemi,Monster House ,71137.0,17299.0,Catherine O'Hara,0.0,babysitter|halloween|house|neighbor|suburb,http://www.imdb.com/title/tt0385880/?ref_=fn_tt_tt_1,229.0,English,USA,PG,75000000.0,2006.0,970.0,6.6,2.35,0,106930867.46800596,108874627.97619046
Color,Barry Levinson,132.0,123.0,272.0,193.0,Brían F. O'Byrne,13000.0,41523271.0,False,Bruce Willis,Bandits ,57038.0,13934.0,Azura Skye,2.0,bank manager|hypochondriac|love triangle|prison|television,http://www.imdb.com/title/tt0219965/?ref_=fn_tt_tt_1,261.0,English,USA,PG-13,80000000.0,2001.0,450.0,6.6,2.35,0,68616560.55621117,132198757.76397514
Color,Jerry Zucker,53.0,134.0,109.0,249.0,Ben Cross,919.0,37600435.0,True,Julia Ormond,First Knight ,55350.0,1695.0,John Gielgud,3.0,battle|king|king arthur|knight|marriage,http://www.imdb.com/title/tt0113071/?ref_=fn_tt_tt_1,180.0,English,USA,PG-13,55000000.0,1995.0,303.0,5.9,1.85,0,72204431.13467847,105616961.9422572
Color,Andy Tennant,91.0,148.0,72.0,99.0,Geoffrey Palmer,582.0,39251128.0,False,Bai Ling,Anna and the King ,31080.0,804.0,Randall Duk Kim,2.0,1860s|children|king|schoolteacher|siam,http://www.imdb.com/title/tt0166485/?ref_=fn_tt_tt_1,217.0,English,USA,PG-13,75000000.0,1999.0,103.0,6.7,2.35,0,68949813.11428571,131747448.97959182
Color,Tarsem Singh,284.0,110.0,763.0,222.0,Daniel Sharman,15000.0,83503161.0,True,Henry Cavill,Immortals ,138190.0,16691.0,Steve Byers,1.0,burned alive|castration|olympus|torture|torture device,http://www.imdb.com/title/tt1253864/?ref_=fn_tt_tt_1,405.0,English,USA,R,75000000.0,2011.0,1000.0,6.1,1.85,30000,108641087.50574599,97578121.17951977
Color,Florent-Emilio Siri,152.0,113.0,17.0,759.0,Bruce Willis,87000.0,34636443.0,True,Jimmy Bennett,Hostage ,93790.0,103354.0,Ransford Doherty,0.0,california|hostage|hostage negotiator|organized crime|police,http://www.imdb.com/title/tt0340163/?ref_=fn_tt_tt_1,288.0,English,USA,R,52000000.0,2005.0,13000.0,6.6,2.35,0,51902346.26812595,77921454.17306706
Color,Don Bluth,131.0,94.0,383.0,886.0,Janeane Garofalo,13000.0,22751979.0,True,Matt Damon,Titan A.E. ,52244.0,15857.0,Nathan Lane,0.0,alien|captain|escape|pilot|scientist,http://www.imdb.com/title/tt0120913/?ref_=fn_tt_tt_1,377.0,English,USA,PG,75000000.0,2000.0,1000.0,6.6,2.35,0,38667133.64834494,127462979.09407665
Color,Ron Shelton,132.0,116.0,41.0,541.0,Bruce Greenwood,11000.0,30013346.0,True,Harrison Ford,Hollywood Homicide ,31293.0,14028.0,Lena Olin,2.0,audition|kissing while having sex|machismo|murder|sex,http://www.imdb.com/title/tt0329717/?ref_=fn_tt_tt_1,254.0,English,USA,PG-13,75000000.0,2003.0,982.0,5.3,2.35,648,47736716.1610326,119288722.82608694
Color,Paul W.S. Anderson,67.0,99.0,545.0,533.0,Sean Pertwee,933.0,14567883.0,True,Connie Nielsen,Soldier ,44248.0,2542.0,Jason Scott Lee,1.0,crash survivor|planet|sergeant|soldier|survivor,http://www.imdb.com/title/tt0120157/?ref_=fn_tt_tt_1,373.0,English,UK,R,75000000.0,1998.0,722.0,6.0,2.35,0,26155606.131073616,134657208.58895704
Color,David Pastor,130.0,84.0,10.0,394.0,Kiernan Shipka,3000.0,90820.0,False,Christopher Meloni,Carriers ,35510.0,4368.0,Lou Taylor Pucci,0.0,beach|disease|latex gloves|pandemic|virus,http://www.imdb.com/title/tt0806203/?ref_=fn_tt_tt_1,119.0,English,USA,PG-13,unknown,2009.0,552.0,6.0,2.35,0,123889.7117979649,0.0
Color,Henry Selick,74.0,93.0,253.0,637.0,Bridget Fonda,3000.0,5409517.0,False,Brendan Fraser,Monkeybone ,14280.0,5580.0,Megan Mullally,0.0,carnival|coma|death|monkey|nightmare,http://www.imdb.com/title/tt0166276/?ref_=fn_tt_tt_1,171.0,English,USA,PG-13,75000000.0,2001.0,889.0,4.7,1.85,683,8939142.84378882,123936335.4037267
Color,John Moore,114.0,113.0,212.0,568.0,Tony Curran,2000.0,21009180.0,True,Dennis Quaid,Flight of the Phoenix ,45815.0,4397.0,Miranda Otto,4.0,captain|desert|rescue|stranded|survivor,http://www.imdb.com/title/tt0377062/?ref_=fn_tt_tt_1,222.0,English,USA,PG-13,45000000.0,2004.0,845.0,6.1,2.35,1000,32548658.406034935,69716649.02064583
Color,M. Night Shyamalan,294.0,106.0,0.0,963.0,Bruce Willis,18000.0,94999143.0,False,Robin Wright,Unbreakable ,245152.0,33645.0,Michael Kelly,0.0,child with gun|comic book|invulnerability|superhero|train crash,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1,1344.0,English,USA,PG-13,75000000.0,2000.0,13000.0,7.2,2.35,0,161451650.37552264,127462979.09407665
Color,Kyle Balda,308.0,91.0,22.0,1000.0,Jon Hamm,7000.0,336029560.0,True,Steve Carell,Minions ,142403.0,13616.0,Steve Coogan,0.0,antarctica|minion|queen|super villain|villain,http://www.imdb.com/title/tt2293640/?ref_=fn_tt_tt_1,275.0,English,USA,PG,74000000.0,2015.0,4000.0,6.4,1.85,70000,414910031.2711746,91370956.51366778
Color,Zack Snyder,435.0,128.0,0.0,826.0,Abbie Cornish,4000.0,36381716.0,True,Jon Hamm,Sucker Punch ,197584.0,7067.0,Scott Glenn,4.0,alternate reality|escape|girl gang|prostitution|samurai,http://www.imdb.com/title/tt0978764/?ref_=fn_tt_tt_1,918.0,English,USA,PG-13,82000000.0,2011.0,2000.0,6.1,2.35,42000,47334126.56755832,106685412.48960827
Color,Brian De Palma,117.0,98.0,0.0,697.0,Mike Starr,12000.0,55585389.0,False,Nicolas Cage,Snake Eyes ,64121.0,15269.0,John Heard,1.0,assassination|boxing|casino|conspiracy|long take,http://www.imdb.com/title/tt0120832/?ref_=fn_tt_tt_1,241.0,English,USA,R,69000000.0,1998.0,854.0,5.9,2.35,880,99799644.2809509,123884631.9018405
Color,Barry Levinson,108.0,134.0,272.0,215.0,James Pickens Jr.,548.0,36976367.0,False,Peter Coyote,Sphere ,81611.0,1044.0,Huey Lewis,3.0,manifestation|ocean|spacecraft|spaceship|sphere,http://www.imdb.com/title/tt0120184/?ref_=fn_tt_tt_1,274.0,English,USA,PG-13,75000000.0,1998.0,270.0,6.0,2.35,0,66388458.18641103,134657208.58895704
Color,Clay Kaytis,141.0,97.0,6.0,415.0,Josh Gad,22000.0,107225164.0,True,Peter Dinklage,The Angry Birds Movie ,27130.0,24350.0,Keegan-Michael Key,0.0,butt|downward duck|fish|kingfisher|pig,http://www.imdb.com/title/tt1985949/?ref_=fn_tt_tt_1,126.0,English,USA,PG,73000000.0,2016.0,1000.0,6.3,1.85,14000,130746104.78202718,89013299.61209463
Color,Andy Tennant,176.0,112.0,72.0,715.0,Ray Winstone,11000.0,70224196.0,True,Matthew McConaughey,Fool's Gold ,59352.0,13827.0,Alexis Dziena,0.0,debt|rapper|treasure|treasure hunter|yacht,http://www.imdb.com/title/tt0770752/?ref_=fn_tt_tt_1,138.0,English,USA,PG-13,70000000.0,2008.0,1000.0,5.6,2.35,0,95453672.63986102,95148929.64798445
Color,Judd Apatow,230.0,153.0,0.0,130.0,RZA,11000.0,51814190.0,False,Adam Sandler,Funny People ,100837.0,11852.0,Maude Apatow,1.0,breasts|comedian|craigslist|infidelity|stand up comedian,http://www.imdb.com/title/tt1201167/?ref_=fn_tt_tt_1,301.0,English,USA,R,75000000.0,2009.0,561.0,6.4,1.85,0,70680963.07140492,102309275.32313772
Color,Peter Berg,234.0,110.0,532.0,461.0,Frances Fisher,3000.0,47456450.0,True,Jennifer Garner,The Kingdom ,101386.0,5187.0,Tim McGraw,1.0,al qaeda|bomb making|fbi|saudi arabia|stabbed in the crotch,http://www.imdb.com/title/tt0431197/?ref_=fn_tt_tt_1,289.0,English,USA,R,70000000.0,2007.0,638.0,7.1,2.35,0,66996465.869512774,98822238.30197778
Color,Adam McKay,164.0,122.0,285.0,989.0,Leslie Bibb,8000.0,148213377.0,True,Will Ferrell,Talladega Nights: The Ballad of Ricky Bobby ,130776.0,12410.0,Gary Cole,5.0,car racing|french|friend|nascar|racing,http://www.imdb.com/title/tt0415306/?ref_=fn_tt_tt_1,437.0,English,USA,PG-13,73000000.0,2006.0,1000.0,6.6,2.35,0,215155683.7595982,105971304.56349204
Color,Steve Carr,91.0,87.0,41.0,574.0,Jeffrey Jones,1000.0,112950721.0,False,Raven-Symoné,Dr. Dolittle 2 ,33884.0,3287.0,Kevin Pollak,0.0,bear|doctor|false accusation|man with glasses|second part,http://www.imdb.com/title/tt0240462/?ref_=fn_tt_tt_1,79.0,English,USA,PG,72000000.0,2001.0,692.0,4.6,2.35,266,186649312.55931675,118978881.98757762
Color,Mel Gibson,132.0,178.0,0.0,403.0,Patrick McGoohan,906.0,75600000.0,False,Mhairi Calvey,Braveheart ,736638.0,1976.0,James Robinson,1.0,14th century|legend|revolt|scotland|tyranny,http://www.imdb.com/title/tt0112573/?ref_=fn_tt_tt_1,1065.0,English,USA,R,72000000.0,1995.0,466.0,8.4,2.35,17000,145175314.96062988,138262204.72440943
Color,Sam Mendes,262.0,125.0,0.0,210.0,Brian Geraghty,15000.0,62647540.0,True,Jake Gyllenhaal,Jarhead ,143525.0,15850.0,James Morrison,0.0,american abroad|gulf war|u.s. military|u.s. soldier|usmc,http://www.imdb.com/title/tt0418763/?ref_=fn_tt_tt_1,657.0,English,Germany,R,70000000.0,2005.0,383.0,7.1,2.35,0,93876681.09933433,104894265.23297489
Color,David Silverman,299.0,87.0,30.0,433.0,Yeardley Smith,745.0,183132370.0,False,Albert Brooks,The Simpsons Movie ,259083.0,3086.0,Marcia Wallace,0.0,alaska|dome|lake|pig|the simpsons,http://www.imdb.com/title/tt0462538/?ref_=fn_tt_tt_1,763.0,English,USA,PG-13,75000000.0,2007.0,440.0,7.4,2.35,0,258536438.69922814,105880969.60926192
Color,Frank Darabont,128.0,152.0,0.0,745.0,Hal Holbrook,940.0,27796042.0,False,Martin Landau,The Majestic ,45031.0,4310.0,Jeffrey DeMunn,1.0,amnesia|california|communist|small town|writer,http://www.imdb.com/title/tt0268995/?ref_=fn_tt_tt_1,376.0,English,USA,PG,72000000.0,2001.0,826.0,6.9,1.85,0,45932527.78944099,118978881.98757762
Color,Renny Harlin,109.0,116.0,212.0,462.0,Estella Warren,13000.0,32616869.0,True,Sylvester Stallone,Driven ,34435.0,14780.0,Cristián de la Fuente,0.0,car race|german|race car|race car driver|rookie,http://www.imdb.com/title/tt0132245/?ref_=fn_tt_tt_1,346.0,English,USA,PG-13,72000000.0,2001.0,658.0,4.5,2.35,886,53898869.54937888,118978881.98757762
Color,Jean-Jacques Annaud,88.0,109.0,218.0,8.0,Jean-Claude Dreyfus,21.0,18947630.0,False,David Gant,Two Brothers ,11798.0,55.0,Oanh Nguyen,0.0,circus|death of protagonist|jungle|killing an animal|tiger,http://www.imdb.com/title/tt0338512/?ref_=fn_tt_tt_1,124.0,English,France,PG,59660000.0,2004.0,17.0,7.1,2.35,2000,29354783.78851244,92428784.01270513
Color,M. Night Shyamalan,261.0,108.0,0.0,882.0,Judy Greer,3000.0,114195633.0,False,Bryce Dallas Howard,The Village ,193770.0,7273.0,William Hurt,0.0,creature|pact|plot twist|village|woods,http://www.imdb.com/title/tt0368447/?ref_=fn_tt_tt_1,2003.0,English,USA,PG-13,60000000.0,2004.0,2000.0,6.5,1.85,0,176918597.01225513,92955532.0275278
Color,Betty Thomas,73.0,85.0,84.0,595.0,Raven-Symoné,1000.0,144156464.0,False,Oliver Platt,Doctor Dolittle ,74343.0,4166.0,Peter Boyle,0.0,box office hit|doctor|dog|first part|tiger,http://www.imdb.com/title/tt0118998/?ref_=fn_tt_tt_1,98.0,English,USA,PG-13,71500000.0,1998.0,1000.0,5.3,1.85,694,258822760.56392637,128373205.52147236
Color,M. Night Shyamalan,208.0,106.0,0.0,242.0,Merritt Wever,710.0,227965690.0,False,Rory Culkin,Signs ,271592.0,1675.0,Cherry Jones,0.0,crop circle|faith|farm|glass of water|loss of faith,http://www.imdb.com/title/tt0286106/?ref_=fn_tt_tt_1,2335.0,English,USA,PG-13,72000000.0,2002.0,529.0,6.7,1.85,0,370846575.91411895,117127070.59477486
Color,Andrew Adamson,205.0,93.0,80.0,48.0,Jennifer Saunders,692.0,436471036.0,False,Rupert Everett,Shrek 2 ,314630.0,1148.0,Conrad Vernon,1.0,drag queen|physical appearance|princess|queen|sequel,http://www.imdb.com/title/tt0298148/?ref_=fn_tt_tt_1,483.0,English,USA,PG,150000000.0,2004.0,309.0,7.2,1.85,0,676206622.7664372,232388830.06881943
Color,John Lasseter,256.0,117.0,487.0,769.0,Cheech Marin,1000.0,244052771.0,False,John Ratzenberger,Cars ,263853.0,4905.0,George Carlin,0.0,car|desert|route 66|tow truck|truck,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1,584.0,English,USA,G,120000000.0,2006.0,843.0,7.2,2.35,0,354282061.9891121,174199404.76190478
Color,Garry Marshall,103.0,116.0,0.0,995.0,Christopher Meloni,8000.0,152149590.0,False,Julia Roberts,Runaway Bride ,74274.0,12790.0,Hector Elizondo,2.0,bride|columnist|journalist|maryland|wedding,http://www.imdb.com/title/tt0163187/?ref_=fn_tt_tt_1,255.0,English,USA,PG,70000000.0,1999.0,3000.0,5.5,2.35,0,267270937.94387755,122964285.7142857
Color,Rob Cohen,191.0,132.0,357.0,212.0,Eve,14000.0,141204016.0,True,Vin Diesel,xXx ,142569.0,14790.0,Leila Arcieri,0.0,agent|nsa|nsa agent|prague|russian,http://www.imdb.com/title/tt0295701/?ref_=fn_tt_tt_1,737.0,English,USA,PG-13,70000000.0,2002.0,223.0,5.8,2.35,10000,229705732.64302388,113873540.8560311
Color,Paul Tibbitt,147.0,92.0,5.0,726.0,Billy West,870.0,162495848.0,False,Tim Conway,The SpongeBob Movie: Sponge Out of Water ,34359.0,5217.0,Eddie Deezen,0.0,book|magic|pirate|plankton|time machine,http://www.imdb.com/title/tt2279373/?ref_=fn_tt_tt_1,133.0,English,USA,PG,74000000.0,2015.0,861.0,6.0,1.85,16000,200640554.8818861,91370956.51366778
Color,Ron Howard,79.0,139.0,2000.0,808.0,Delroy Lindo,960.0,136448821.0,False,Lili Taylor,Ransom ,98989.0,3667.0,Rene Russo,1.0,bounty|fbi|millionaire|money|ransom,http://www.imdb.com/title/tt0117438/?ref_=fn_tt_tt_1,158.0,English,USA,R,80000000.0,1996.0,848.0,6.6,1.85,1000,254508793.5612173,149218610.57998723
Color,Quentin Tarantino,486.0,153.0,16000.0,11000.0,Brad Pitt,13000.0,120523073.0,False,Michael Fassbender,Inglourious Basterds ,885175.0,36741.0,Christoph Waltz,1.0,france|german|nazis|revenge|scalping,http://www.imdb.com/title/tt0361748/?ref_=fn_tt_tt_1,1527.0,English,USA,R,75000000.0,2009.0,11000.0,8.3,2.35,42000,164408376.77796835,102309275.32313772
Color,Steven Spielberg,75.0,142.0,14000.0,5000.0,Julia Roberts,49000.0,119654900.0,False,Robin Williams,Hook ,182802.0,64259.0,Bob Hoskins,1.0,1990s|caught in a net|children|duel|hero,http://www.imdb.com/title/tt0102057/?ref_=fn_tt_tt_1,363.0,English,USA,PG,70000000.0,1991.0,8000.0,6.7,2.35,13000,257104293.38839942,150410058.73715124
Color,Renny Harlin,142.0,124.0,212.0,576.0,John Amos,13000.0,117541000.0,True,Bruce Willis,Die Hard 2 ,269858.0,16595.0,Franco Nero,0.0,airport|fuel|plane|police|terrorist,http://www.imdb.com/title/tt0099423/?ref_=fn_tt_tt_1,316.0,English,USA,R,70000000.0,1990.0,982.0,7.1,2.35,0,263190216.94720736,156739479.72456005
Color,Clark Johnson,144.0,117.0,69.0,1000.0,Josh Charles,10000.0,116643346.0,True,Jeremy Renner,S.W.A.T. ,119807.0,14486.0,LL Cool J,1.0,hostage|police|prison|swat team|training,http://www.imdb.com/title/tt0257076/?ref_=fn_tt_tt_1,340.0,English,USA,PG-13,80000000.0,2003.0,1000.0,6.0,2.35,0,185523143.60668477,127241304.34782606
Color,Cameron Crowe,153.0,141.0,488.0,509.0,Ivana Milicevic,10000.0,100614858.0,False,Tom Cruise,Vanilla Sky ,206776.0,11458.0,Noah Taylor,1.0,death|dream|love|lynchian|reality,http://www.imdb.com/title/tt0259711/?ref_=fn_tt_tt_1,1248.0,English,USA,R,68000000.0,2001.0,834.0,6.9,1.85,0,166264490.50248447,112368944.09937888
Color,M. Night Shyamalan,284.0,110.0,0.0,559.0,Freddy Rodríguez,3000.0,42272747.0,False,Bryce Dallas Howard,Lady in the Water ,78635.0,5609.0,Bob Balaban,1.0,apartment|bedtime story|eagle|stuttering|swimming pool,http://www.imdb.com/title/tt0452637/?ref_=fn_tt_tt_1,1040.0,English,USA,PG-13,70000000.0,2006.0,579.0,5.6,1.85,0,61365728.042088285,101616319.44444443
Color,Paul W.S. Anderson,247.0,109.0,545.0,727.0,Colin Salmon,886.0,80281096.0,True,Sanaa Lathan,AVP: Alien vs. Predator ,143628.0,3222.0,Raoul Bova,0.0,alien|antarctica|predator|pyramid|satellite,http://www.imdb.com/title/tt0370263/?ref_=fn_tt_tt_1,1283.0,English,USA,PG-13,60000000.0,2004.0,766.0,5.6,2.35,0,124376199.84055054,92955532.0275278
Color,Betty Thomas,107.0,88.0,84.0,1000.0,Bridgit Mendler,1000.0,219613391.0,False,Amy Poehler,Alvin and the Chipmunks: The Squeakquel ,31649.0,5227.0,Jesse McCartney,0.0,adidas|chipmunk|hospital|school|waste container,http://www.imdb.com/title/tt1231580/?ref_=fn_tt_tt_1,98.0,English,USA,PG,75000000.0,2009.0,1000.0,4.5,1.85,2000,299579825.1262253,102309275.32313772
Color,Randall Wallace,141.0,124.0,130.0,841.0,Marc Blucas,4000.0,78120196.0,True,Jon Hamm,We Were Soldiers ,103241.0,6181.0,Chris Klein,0.0,air cavalry|battle|major|soldier|vietnamese,http://www.imdb.com/title/tt0277434/?ref_=fn_tt_tt_1,742.0,English,USA,R,75000000.0,2002.0,973.0,7.1,2.35,5000,127083190.44124512,122007365.20289047
Color,Antoine Fuqua,358.0,119.0,845.0,992.0,Morgan Freeman,18000.0,98895417.0,True,Gerard Butler,Olympus Has Fallen ,203154.0,31782.0,Radha Mitchell,3.0,political thriller|politics|president|speaker of the house|u.s. president,http://www.imdb.com/title/tt2302755/?ref_=fn_tt_tt_1,698.0,English,USA,R,70000000.0,2013.0,11000.0,6.5,2.35,45000,124238543.00207764,87938331.96684365
Color,Jonathan Frakes,160.0,103.0,906.0,748.0,Jonathan Frakes,1000.0,70117571.0,True,LeVar Burton,Star Trek: Insurrection ,56741.0,6207.0,Michael Dorn,0.0,alien|captain|commander|conspiracy|planet,http://www.imdb.com/title/tt0120844/?ref_=fn_tt_tt_1,515.0,English,USA,PG,58000000.0,1998.0,906.0,6.4,2.35,1000,125891151.78530674,104134907.97546011
Color,Jonathan Liebesman,355.0,116.0,473.0,464.0,Jim Parrack,833.0,83552429.0,True,Noel Fisher,Battle Los Angeles ,154955.0,4001.0,Ramon Rodriguez,0.0,alien|extraterrestrial|invasion|marine|mission,http://www.imdb.com/title/tt1217613/?ref_=fn_tt_tt_1,800.0,English,USA,PG-13,70000000.0,2011.0,697.0,5.8,2.35,25000,108705187.22406964,91072913.10088511
Color,Tim Burton,235.0,125.0,13000.0,883.0,Alison Lohman,12000.0,66257002.0,False,Steve Buscemi,Big Fish ,350698.0,16138.0,Albert Finney,0.0,dog saved from a fire|flashback|growing up|multiple narrators|traveling salesman,http://www.imdb.com/title/tt0319061/?ref_=fn_tt_tt_1,816.0,English,USA,PG-13,70000000.0,2003.0,1000.0,8.0,1.37,26000,105382841.9582065,111336141.3043478
Color,Mike Nichols,59.0,125.0,0.0,184.0,Peter Gerety,443.0,65012000.0,False,David Hyde Pierce,Wolf ,43559.0,1439.0,Ron Rifkin,1.0,blood|publisher|publishing house|werewolf|wolf,http://www.imdb.com/title/tt0111742/?ref_=fn_tt_tt_1,137.0,English,USA,R,70000000.0,1994.0,277.0,6.2,1.85,0,128381152.90148449,138231106.61268553
 Black and White,Steven Spielberg,388.0,146.0,14000.0,979.0,Benedict Cumberbatch,25000.0,79883359.0,False,Jeremy Irvine,War Horse ,116159.0,46726.0,Eddie Marsan,1.0,barbed wire|british|cavalry|horse|world war one,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1,488.0,English,USA,PG-13,66000000.0,2011.0,19000.0,7.2,2.35,28000,103931574.46305442,85868746.6379774
Color,George Clooney,371.0,118.0,0.0,559.0,Matt Damon,13000.0,78031620.0,False,Bill Murray,The Monuments Men ,102248.0,27674.0,Bob Balaban,7.0,art|art expert|nazi stolen art|soldier|world war two,http://www.imdb.com/title/tt2177771/?ref_=fn_tt_tt_1,403.0,English,USA,PG-13,70000000.0,2014.0,13000.0,6.1,2.35,34000,96463333.63366789,86534578.60232493
Color,James Cameron,82.0,171.0,0.0,638.0,Todd Graff,2000.0,54222000.0,False,Michael Biehn,The Abyss ,131217.0,4074.0,Mary Elizabeth Mastrantonio,0.0,alien|estranged couple|ocean|submarine|underwater,http://www.imdb.com/title/tt0096754/?ref_=fn_tt_tt_1,380.0,English,USA,PG-13,69500000.0,1989.0,650.0,7.6,2.35,0,127970479.11290321,164028407.2580645
Color,Oliver Stone,297.0,136.0,0.0,17.0,Austin Pendleton,903.0,52474616.0,False,Frank Langella,Wall Street: Money Never Sleeps ,84118.0,1579.0,John Buffalo Mailer,2.0,corporate greed|crisis|economy|greed|mentor,http://www.imdb.com/title/tt1027718/?ref_=fn_tt_tt_1,245.0,English,USA,PG-13,70000000.0,2010.0,592.0,6.3,2.35,13000,70426673.63191105,93947655.64809038
Color,Gary Shore,261.0,92.0,28.0,423.0,Sarah Gadon,3000.0,55942830.0,True,Dominic Cooper,Dracula Untold ,138582.0,5178.0,Zach McGowan,1.0,death of wife|dracula|tarantula|turk|vampire,http://www.imdb.com/title/tt0829150/?ref_=fn_tt_tt_1,423.0,English,USA,PG-13,70000000.0,2014.0,692.0,6.3,2.35,37000,69156988.85530718,86534578.60232493
Color,Edward Zwick,120.0,116.0,380.0,774.0,Bruce Willis,18000.0,40932372.0,True,Denzel Washington,The Siege ,58023.0,32563.0,Mark Valley,0.0,abduction|martial law|military|new york city|terrorist,http://www.imdb.com/title/tt0133952/?ref_=fn_tt_tt_1,281.0,English,USA,R,70000000.0,1998.0,13000.0,6.3,2.35,0,73491186.0592638,125680061.34969322
Color,Matthew Vaughn,228.0,127.0,905.0,271.0,David Kelly,15000.0,38345403.0,False,Henry Cavill,Stardust ,212085.0,16034.0,Nathaniel Parker,8.0,king|magic|one word title|pirate|village,http://www.imdb.com/title/tt0486655/?ref_=fn_tt_tt_1,492.0,English,UK,PG-13,70000000.0,2007.0,588.0,7.7,2.35,15000,54133979.32930534,98822238.30197778
Color,Jean-Jacques Annaud,76.0,136.0,218.0,400.0,Mako,11000.0,37901509.0,False,Brad Pitt,Seven Years in Tibet ,96385.0,12226.0,Victor Wong,1.0,austria|dalai lama|himalaya|mountain|tibet,http://www.imdb.com/title/tt0120102/?ref_=fn_tt_tt_1,119.0,English,USA,PG-13,70000000.0,1997.0,691.0,7.0,2.35,0,69109446.20806852,127637694.70404983
Color,Ron Howard,185.0,111.0,2000.0,244.0,Clint Howard,17000.0,48430355.0,False,Channing Tatum,The Dilemma ,43709.0,18510.0,Chelcie Ross,2.0,best friend|friend|investigation|secret|two word title,http://www.imdb.com/title/tt1578275/?ref_=fn_tt_tt_1,141.0,English,USA,PG-13,70000000.0,2011.0,1000.0,5.3,2.35,0,63009907.319428824,91072913.10088511
