,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw_H2,Raw_Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire_Alarm
4717,1654738048,0.09601667671287925,50.69,69.0,400.0,13234.0,20145,939.648,2.29,2.38,15.76,2.457,0.0559999999999999,4717,1
4718,1654738049,0.0958408679927667,51.13,65.0,400.0,13238.0,20150,939.645,2.28,2.37,15.68,2.445,0.055,4718,1
4719,1654738050,0.09569017480409883,51.6,60.0,400.0,13236.0,20158,939.652,2.25,2.33,15.46,2.411,0.054,4719,1
4720,1654738051,0.09551436608398634,51.89,60.0,400.0,13237.0,20158,939.651,2.25,2.34,15.48,2.414,0.055,4720,1
4721,1654738052,0.09536367289531844,52.16,58.0,400.0,13236.0,20160,939.644,2.25,2.34,15.51,2.418,0.055,4721,1
4722,1654738053,0.09518786417520592,52.37,63.0,400.0,13244.0,20162,939.646,2.25,2.34,15.51,2.419,0.055,4722,1
4723,1654738054,0.09503717098653802,52.62,57.0,400.0,13236.0,20159,939.651,2.25,2.33,15.47,2.412,0.054,4723,1
4725,1654738056,0.09471066907775766,52.96,51.0,400.0,13238.0,20157,939.642,2.29,2.38,15.74,2.454,0.055,4725,1
4726,1654738057,0.09455997588908979,53.12,59.0,400.0,13238.0,20155,939.653,2.32,2.41,15.99,2.494,0.0559999999999999,4726,1
4727,1654738058,0.0943841671689773,53.26,65.0,400.0,13236.0,20153,939.64,2.35,2.44,16.14,2.517,0.057,4727,1
4728,1654738059,0.0942334739803094,53.4,65.0,400.0,13236.0,20150,939.653,2.35,2.44,16.19,2.525,0.057,4728,1
4729,1654738060,0.09405766526019688,53.49,60.0,400.0,13240.0,20151,939.656,2.34,2.43,16.07,2.507,0.057,4729,1
4730,1654738061,0.09390697207152898,53.61,60.0,400.0,13240.0,20152,939.653,2.33,2.42,16.06,2.505,0.057,4730,1
4731,1654738062,0.09375627888286117,53.63,58.0,400.0,13237.0,20165,939.661,2.33,2.42,16.05,2.502,0.057,4731,1
4732,1654738063,0.09358047016274862,53.73,65.0,400.0,13231.0,20148,939.684,2.3,2.39,15.86,2.474,0.0559999999999999,4732,1
4734,1654738065,0.09327908378541289,53.91,66.0,400.0,13230.0,20144,939.669,2.3,2.39,15.81,2.466,0.0559999999999999,4734,1
4735,1654738066,0.09310327506530036,53.98,58.0,400.0,13243.0,20163,939.675,2.3,2.39,15.86,2.474,0.0559999999999999,4735,1
4736,1654738067,0.0929525818766325,54.02,70.0,400.0,13238.0,20153,939.687,2.36,2.45,16.24,2.533,0.057,4736,1
4737,1654738068,0.0928018886879646,54.1,62.0,400.0,13244.0,20157,939.685,2.37,2.47,16.34,2.548,0.0579999999999999,4737,1
4738,1654738069,0.0926260799678521,54.15,55.0,400.0,13234.0,20157,939.684,2.41,2.5,16.59,2.5860000000000003,0.0579999999999999,4738,1
4739,1654738070,0.09247538677918421,54.18,55.0,400.0,13233.0,20156,939.669,2.39,2.49,16.48,2.57,0.0579999999999999,4739,1
4740,1654738071,0.09232469359051634,54.25,56.0,400.0,13239.0,20157,939.666,2.36,2.45,16.25,2.535,0.057,4740,1
4741,1654738072,0.09214888487040385,54.35,55.0,400.0,13238.0,20154,939.665,2.37,2.46,16.28,2.539,0.057,4741,1
4742,1654738073,0.09199819168173598,54.4,45.0,400.0,13250.0,20171,939.654,2.37,2.46,16.3,2.541,0.057,4742,1
4743,1654738074,0.09184749849306811,53.86,43.0,400.0,13254.0,20185,939.658,2.37,2.46,16.29,2.54,0.057,4743,1
4744,1654738075,0.09169680530440022,53.06,51.0,400.0,13252.0,20178,939.679,2.35,2.44,16.16,2.519,0.057,4744,1
4745,1654738076,0.0915209965842877,52.31,49.0,400.0,13249.0,20165,939.668,2.34,2.43,16.1,2.51,0.057,4745,1
4746,1654738077,0.09137030339561983,51.68,50.0,400.0,13250.0,20172,939.664,2.34,2.43,16.09,2.509,0.057,4746,1
4747,1654738078,0.09121961020695196,51.07,39.0,400.0,13253.0,20175,939.66,2.32,2.41,15.97,2.49,0.0559999999999999,4747,1
4748,1654738079,0.09106891701828407,50.6,52.0,400.0,13246.0,20165,939.663,2.32,2.41,15.96,2.489,0.0559999999999999,4748,1
4749,1654738080,0.09089310829817154,50.2,56.0,400.0,13246.0,20164,939.675,2.35,2.44,16.18,2.522,0.057,4749,1
4750,1654738081,0.0907424151095037,49.84,44.0,400.0,13251.0,20168,939.683,2.36,2.46,16.26,2.536,0.057,4750,1
4751,1654738082,0.09059172192083581,49.6,51.0,400.0,13256.0,20185,939.683,2.4,2.49,16.52,2.576,0.0579999999999999,4751,1
4752,1654738083,0.09044102873216797,49.34,41.0,400.0,13251.0,20173,939.672,2.4,2.49,16.51,2.574,0.0579999999999999,4752,1
4753,1654738084,0.09026522001205542,49.21,53.0,400.0,13251.0,20165,939.674,2.37,2.46,16.32,2.545,0.057,4753,1
4754,1654738085,0.09011452682338758,48.95,51.0,400.0,13248.0,20168,939.681,2.36,2.45,16.26,2.536,0.057,4754,1
4755,1654738086,0.08996383363471969,48.81,40.0,400.0,13255.0,20171,939.674,2.34,2.43,16.11,2.513,0.057,4755,1
4756,1654738087,0.08981314044605182,48.68,43.0,400.0,13251.0,20173,939.682,2.34,2.43,16.12,2.514,0.057,4756,1
4757,1654738088,0.08966244725738393,48.59,43.0,400.0,13255.0,20176,939.672,2.34,2.43,16.11,2.512,0.057,4757,1
4759,1654738090,0.08933594534860356,48.43,35.0,400.0,13260.0,20187,939.664,2.38,2.47,16.35,2.55,0.0579999999999999,4759,1
4760,1654738091,0.08918525215993567,48.3,37.0,400.0,13256.0,20173,939.662,2.38,2.47,16.36,2.551,0.0579999999999999,4760,1
4761,1654738092,0.0890345589712678,48.28,38.0,400.0,13262.0,20183,939.669,2.35,2.45,16.2,2.526,0.057,4761,1
4762,1654738093,0.08888386578259991,48.19,32.0,400.0,13261.0,20194,939.669,2.36,2.45,16.21,2.528,0.057,4762,1
4763,1654738094,0.0887331725939321,48.14,24.0,400.0,13264.0,20190,939.658,2.31,2.4,15.87,2.475,0.0559999999999999,4763,1
4764,1654738095,0.0885824794052642,48.11,32.0,400.0,13260.0,20183,939.66,2.27,2.36,15.62,2.435,0.055,4764,1
4765,1654738096,0.08843178621659634,48.04,35.0,400.0,13258.0,20189,939.655,2.28,2.36,15.66,2.443,0.055,4765,1
4766,1654738097,0.08828109302792844,47.95,22.0,400.0,13264.0,20193,939.651,2.35,2.44,16.15,2.518,0.057,4766,1
4767,1654738098,0.08813039983926058,47.92,27.0,400.0,13268.0,20197,939.653,2.38,2.47,16.38,2.5540000000000003,0.0579999999999999,4767,1
4768,1654738099,0.08795459111914805,47.92,17.0,400.0,13265.0,20200,939.649,2.45,2.54,16.83,2.625,0.059,4768,1
4769,1654738100,0.08780389793048018,47.89,18.0,400.0,13259.0,20195,939.652,2.48,2.57,17.05,2.659,0.06,4769,1
4770,1654738101,0.08765320474181232,47.8,22.0,400.0,13257.0,20197,939.647,2.51,2.61,17.31,2.699,0.061,4770,1
4771,1654738102,0.08750251155314442,47.84,18.0,400.0,13267.0,20198,939.654,2.52,2.62,17.33,2.702,0.061,4771,1
4772,1654738103,0.08735181836447659,47.68,44.0,400.0,13248.0,20171,939.657,2.5,2.6,17.22,2.685,0.061,4772,1
4773,1654738104,0.08720112517580869,48.24,40.0,400.0,13241.0,20173,939.662,2.48,2.57,17.04,2.657,0.06,4773,1
4774,1654738105,0.08705043198714082,49.02,39.0,400.0,13255.0,20180,939.664,2.43,2.53,16.74,2.61,0.059,4774,1
4775,1654738106,0.08689973879847293,49.78,38.0,400.0,13255.0,20182,939.673,2.4,2.49,16.5,2.574,0.0579999999999999,4775,1
4776,1654738107,0.08674904560980506,50.44,37.0,400.0,13257.0,20178,939.664,2.34,2.43,16.13,2.515,0.057,4776,1
4777,1654738108,0.08659835242113723,50.97,34.0,400.0,13257.0,20193,939.659,2.34,2.43,16.08,2.508,0.057,4777,1
4778,1654738109,0.08644765923246939,51.48,23.0,400.0,13256.0,20194,939.661,2.32,2.41,15.94,2.486,0.0559999999999999,4778,1
4779,1654738110,0.08629696604380147,51.84,25.0,400.0,13260.0,20195,939.66,2.29,2.38,15.76,2.457,0.0559999999999999,4779,1
4780,1654738111,0.0861462728551336,52.2,27.0,400.0,13258.0,20186,939.652,2.19,2.28,15.1,2.354,0.053,4780,1
4781,1654738112,0.08599557966646573,52.49,28.0,400.0,13250.0,20194,939.651,2.16,2.24,14.87,2.318,0.052,4781,1
4782,1654738113,0.0858448864777979,52.65,22.0,400.0,13258.0,20196,939.647,2.19,2.27,15.06,2.3480000000000003,0.053,4782,1
4783,1654738114,0.08569419328912997,52.89,30.0,400.0,13251.0,20193,939.666,2.19,2.27,15.05,2.347,0.053,4783,1
4784,1654738115,0.0855435001004621,53.08,23.0,400.0,13257.0,20198,939.678,2.16,2.24,14.86,2.317,0.052,4784,1
4785,1654738116,0.08539280691179424,53.27,31.0,400.0,13251.0,20185,939.678,2.13,2.22,14.69,2.291,0.052,4785,1
4786,1654738117,0.085267229254571,53.39,21.0,400.0,13255.0,20191,939.681,2.15,2.23,14.77,2.303,0.052,4786,1
4787,1654738118,0.08511653606590314,53.55,22.0,400.0,13263.0,20189,939.679,2.18,2.26,15.0,2.339,0.053,4787,1
4788,1654738119,0.08496584287723527,53.66,25.0,400.0,13253.0,20185,939.673,2.2,2.28,15.13,2.36,0.053,4788,1
4789,1654738120,0.0848151496885674,53.8,30.0,400.0,13260.0,20193,939.672,2.25,2.34,15.52,2.42,0.055,4789,1
4790,1654738121,0.08466445649989951,53.87,30.0,400.0,13248.0,20180,939.675,2.26,2.35,15.55,2.425,0.055,4790,1
4791,1654738122,0.08451376331123164,53.95,24.0,400.0,13258.0,20193,939.673,2.3,2.39,15.82,2.467,0.0559999999999999,4791,1
4792,1654738123,0.08436307012256375,54.04,32.0,400.0,13250.0,20183,939.663,2.31,2.4,15.89,2.477,0.0559999999999999,4792,1
4793,1654738124,0.08421237693389591,54.11,22.0,400.0,13255.0,20196,939.658,2.31,2.4,15.93,2.484,0.0559999999999999,4793,1
4794,1654738125,0.08406168374522802,54.17,20.0,400.0,13253.0,20196,939.649,2.31,2.4,15.91,2.48,0.0559999999999999,4794,1
4795,1654738126,0.08393610608800481,54.26,21.0,400.0,13252.0,20189,939.646,2.34,2.43,16.09,2.509,0.057,4795,1
4796,1654738127,0.08378541289933691,54.31,32.0,400.0,13254.0,20196,939.644,2.35,2.44,16.17,2.522,0.057,4796,1
4797,1654738128,0.08363471971066908,54.37,37.0,400.0,13247.0,20180,939.641,2.36,2.46,16.26,2.536,0.057,4797,1
4798,1654738129,0.08348402652200118,54.41,31.0,400.0,13243.0,20174,939.644,2.37,2.46,16.28,2.539,0.057,4798,1
4799,1654738130,0.08333333333333334,54.49,32.0,400.0,13249.0,20185,939.664,2.35,2.44,16.18,2.523,0.057,4799,1
4800,1654738131,0.08320775567611008,54.54,41.0,400.0,13240.0,20182,939.667,2.32,2.41,15.93,2.485,0.0559999999999999,4800,1
4801,1654738132,0.08305706248744221,54.61,45.0,400.0,13241.0,20166,939.656,2.23,2.32,15.36,2.395,0.054,4801,1
4802,1654738133,0.08290636929877435,54.68,22.0,400.0,13260.0,20202,939.654,2.2,2.29,15.16,2.363,0.053,4802,1
4803,1654738134,0.08275567611010645,54.12,24.0,400.0,13261.0,20200,939.651,2.19,2.28,15.1,2.354,0.053,4803,1
4804,1654738135,0.08260498292143859,53.31,16.0,400.0,13264.0,20204,939.664,2.19,2.27,15.05,2.347,0.053,4804,1
4805,1654738136,0.08247940526421535,52.58,27.0,400.0,13254.0,20192,939.666,2.18,2.27,15.01,2.341,0.053,4805,1
4806,1654738137,0.08232871207554751,51.91,26.0,400.0,13258.0,20192,939.656,2.16,2.24,14.87,2.319,0.052,4806,1
4808,1654738139,0.08202732569821175,50.85,27.0,400.0,13253.0,20194,939.684,2.13,2.21,14.64,2.283,0.052,4808,1
4809,1654738140,0.08190174804098854,50.44,22.0,400.0,13257.0,20197,939.684,2.12,2.21,14.61,2.279,0.051,4809,1
4810,1654738141,0.08175105485232065,50.12,25.0,400.0,13255.0,20190,939.678,2.09,2.17,14.36,2.239,0.051,4810,1
4811,1654738142,0.08160036166365278,49.83,28.0,400.0,13250.0,20189,939.675,2.07,2.15,14.25,2.222,0.05,4811,1
4812,1654738143,0.08144966847498492,49.61,42.0,400.0,13255.0,20179,939.67,2.07,2.15,14.27,2.226,0.05,4812,1
4813,1654738144,0.08132409081776171,49.41,35.0,400.0,13250.0,20187,939.671,2.09,2.17,14.37,2.241,0.051,4813,1
4814,1654738145,0.08117339762909384,49.22,40.0,400.0,13249.0,20179,939.671,2.12,2.2,14.57,2.272,0.051,4814,1
4815,1654738146,0.08102270444042595,49.09,35.0,400.0,13252.0,20190,939.663,2.11,2.19,14.53,2.266,0.051,4815,1
4816,1654738147,0.08089712678320271,48.95,42.0,400.0,13246.0,20175,939.673,2.12,2.2,14.6,2.277,0.051,4816,1
4817,1654738148,0.08074643359453484,48.82,36.0,400.0,13255.0,20179,939.675,2.16,2.24,14.84,2.314,0.052,4817,1
4818,1654738149,0.08059574040586698,48.72,43.0,400.0,13248.0,20172,939.666,2.21,2.29,15.2,2.371,0.054,4818,1
4819,1654738150,0.08047016274864371,48.69,52.0,400.0,13245.0,20171,939.668,2.23,2.31,15.33,2.391,0.054,4819,1
4820,1654738151,0.08031946955997588,48.58,33.0,400.0,13257.0,20189,939.663,2.24,2.33,15.42,2.404,0.054,4820,1
4822,1654738153,0.08004319871408477,48.43,43.0,400.0,13243.0,20170,939.673,2.22,2.31,15.31,2.388,0.054,4822,1
4823,1654738154,0.07989250552541691,48.37,37.0,400.0,13260.0,20184,939.669,2.23,2.32,15.37,2.397,0.054,4823,1
4824,1654738155,0.07976692786819367,48.32,45.0,400.0,13249.0,20176,939.666,2.25,2.33,15.46,2.411,0.054,4824,1
4825,1654738156,0.07961623467952578,48.27,34.0,400.0,13253.0,20175,939.666,2.33,2.42,16.01,2.496,0.0559999999999999,4825,1
4826,1654738157,0.07949065702230257,48.23,44.0,400.0,13247.0,20177,939.659,2.34,2.43,16.12,2.514,0.057,4826,1
4827,1654738158,0.07933996383363467,48.16,46.0,400.0,13246.0,20171,939.667,2.37,2.46,16.29,2.541,0.057,4827,1
4828,1654738159,0.07918927064496684,48.14,31.0,400.0,13251.0,20177,939.683,2.37,2.46,16.32,2.546,0.057,4828,1
4829,1654738160,0.07906369298774363,48.1,27.0,400.0,13250.0,20177,939.67,2.38,2.47,16.38,2.555,0.0579999999999999,4829,1
4830,1654738161,0.07891299979907573,48.11,38.0,400.0,13255.0,20188,939.677,2.37,2.46,16.31,2.544,0.057,4830,1
4831,1654738162,0.0787874221418525,48.05,40.0,400.0,13252.0,20180,939.68,2.35,2.44,16.2,2.526,0.057,4831,1
4832,1654738163,0.07863672895318463,47.96,54.0,400.0,13234.0,20164,939.68,2.34,2.44,16.14,2.516,0.057,4832,1
4833,1654738164,0.0785111512959614,48.5,51.0,400.0,13235.0,20153,939.674,2.32,2.41,15.97,2.491,0.0559999999999999,4833,1
4834,1654738165,0.07836045810729353,49.31,52.0,400.0,13237.0,20165,939.68,2.31,2.4,15.93,2.484,0.0559999999999999,4834,1
4835,1654738166,0.0782348804500703,50.04,47.0,400.0,13237.0,20161,939.675,2.3,2.39,15.8,2.464,0.0559999999999999,4835,1
4836,1654738167,0.07808418726140243,50.66,43.0,400.0,13239.0,20165,939.67,2.28,2.37,15.68,2.444,0.055,4836,1
4837,1654738168,0.07795860960417922,51.22,47.0,400.0,13238.0,20172,939.671,2.29,2.38,15.76,2.458,0.0559999999999999,4837,1
4838,1654738169,0.07780791641551135,51.73,46.0,400.0,13246.0,20174,939.68,2.29,2.38,15.73,2.454,0.055,4838,1
4840,1654738171,0.07753164556962025,52.42,44.0,400.0,13244.0,20173,939.676,2.33,2.42,16.04,2.502,0.057,4840,1
4841,1654738172,0.07740606791239701,52.72,39.0,400.0,13251.0,20173,939.679,2.38,2.47,16.36,2.55,0.0579999999999999,4841,1
4842,1654738173,0.07725537472372915,52.92,37.0,400.0,13249.0,20180,939.692,2.38,2.47,16.38,2.5540000000000003,0.0579999999999999,4842,1
4843,1654738174,0.07712979706650591,53.21,30.0,400.0,13247.0,20177,939.689,2.37,2.47,16.33,2.546,0.0579999999999999,4843,1
4844,1654738175,0.07697910387783805,53.38,41.0,400.0,13252.0,20180,939.698,2.37,2.46,16.33,2.546,0.0579999999999999,4844,1
4845,1654738176,0.07685352622061481,53.57,40.0,400.0,13247.0,20179,939.696,2.37,2.46,16.31,2.543,0.057,4845,1
4846,1654738177,0.07672794856339157,53.74,44.0,400.0,13245.0,20170,939.695,2.42,2.51,16.65,2.596,0.059,4846,1
4847,1654738178,0.07657725537472371,53.88,37.0,400.0,13246.0,20167,939.693,2.44,2.53,16.79,2.6180000000000003,0.059,4847,1
4848,1654738179,0.07645167771750047,54.02,45.0,400.0,13251.0,20183,939.686,2.44,2.54,16.81,2.6210000000000004,0.059,4848,1
4849,1654738180,0.07630098452883263,54.11,35.0,400.0,13254.0,20187,939.687,2.43,2.52,16.72,2.607,0.059,4849,1
4850,1654738181,0.0761754068716094,54.22,41.0,400.0,13253.0,20185,939.687,2.45,2.54,16.85,2.628,0.059,4850,1
4851,1654738182,0.07604982921438619,54.29,30.0,400.0,13251.0,20182,939.69,2.49,2.59,17.12,2.67,0.06,4851,1
4852,1654738183,0.07589913602571832,54.42,30.0,400.0,13264.0,20187,939.687,2.56,2.66,17.65,2.753,0.062,4852,1
4853,1654738184,0.07577355836849509,54.52,22.0,400.0,13255.0,20192,939.673,2.57,2.67,17.66,2.753,0.062,4853,1
4854,1654738185,0.07564798071127182,54.54,33.0,400.0,13262.0,20193,939.679,2.53,2.63,17.43,2.717,0.061,4854,1
4855,1654738186,0.07549728752260396,54.66,24.0,400.0,13261.0,20195,939.679,2.54,2.64,17.51,2.73,0.062,4855,1
4856,1654738187,0.07537170986538072,54.74,33.0,400.0,13251.0,20187,939.669,2.54,2.64,17.49,2.727,0.062,4856,1
4858,1654738189,0.07509543901948962,54.87,30.0,400.0,13251.0,20187,939.674,2.5,2.6,17.22,2.684,0.061,4858,1
4859,1654738190,0.07496986136226641,54.88,27.0,400.0,13253.0,20183,939.664,2.47,2.57,17.01,2.653,0.06,4859,1
4860,1654738191,0.07484428370504317,54.94,25.0,400.0,13259.0,20192,939.662,2.4,2.49,16.51,2.575,0.0579999999999999,4860,1
4861,1654738192,0.07469359051637531,55.0,32.0,400.0,13250.0,20187,939.676,2.35,2.44,16.19,2.525,0.057,4861,1
4863,1654738194,0.07444243520192886,54.49,1.0,400.0,13267.0,20216,939.672,2.2,2.29,15.15,2.362,0.053,4863,1
4864,1654738195,0.07431685754470563,53.72,6.0,400.0,13268.0,20213,939.684,2.18,2.27,15.02,2.343,0.053,4864,1
4865,1654738196,0.07416616435603776,52.98,11.0,400.0,13265.0,20203,939.683,2.14,2.22,14.7,2.293,0.052,4865,1
4866,1654738197,0.07404058669881455,52.29,5.0,400.0,13266.0,20203,939.693,2.13,2.22,14.68,2.2880000000000003,0.052,4866,1
4867,1654738198,0.07391500904159132,51.71,5.0,400.0,13268.0,20205,939.699,2.18,2.27,15.02,2.342,0.053,4867,1
4868,1654738199,0.07378943138436808,51.25,15.0,400.0,13262.0,20209,939.696,2.24,2.33,15.4,2.402,0.054,4868,1
4869,1654738200,0.07363873819570019,50.86,21.0,400.0,13258.0,20193,939.697,2.31,2.4,15.87,2.475,0.0559999999999999,4869,1
4870,1654738201,0.07351316053847698,50.47,15.0,400.0,13255.0,20203,939.695,2.33,2.42,16.03,2.5,0.0559999999999999,4870,1
4871,1654738202,0.07338758288125374,50.17,23.0,400.0,13256.0,20198,939.696,2.36,2.45,16.25,2.533,0.057,4871,1
4872,1654738203,0.07326200522403054,49.94,15.0,400.0,13260.0,20199,939.696,2.38,2.47,16.36,2.552,0.0579999999999999,4872,1
4873,1654738204,0.0731364275668073,49.75,18.0,400.0,13256.0,20200,939.697,2.45,2.54,16.83,2.624,0.059,4873,1
4874,1654738205,0.07301084990958409,49.6,25.0,400.0,13253.0,20197,939.694,2.46,2.55,16.9,2.635,0.06,4874,1
4875,1654738206,0.0728601567209162,49.4,18.0,400.0,13255.0,20195,939.699,2.44,2.54,16.82,2.623,0.059,4875,1
4876,1654738207,0.07273457906369299,49.29,29.0,400.0,13257.0,20191,939.698,2.42,2.51,16.64,2.595,0.059,4876,1
4877,1654738208,0.07260900140646975,49.17,17.0,400.0,13257.0,20196,939.689,2.36,2.45,16.25,2.5340000000000003,0.057,4877,1
4878,1654738209,0.07248342374924652,49.1,21.0,400.0,13256.0,20191,939.691,2.32,2.41,15.99,2.494,0.0559999999999999,4878,1
4879,1654738210,0.07235784609202328,48.98,15.0,400.0,13247.0,20188,939.693,2.32,2.41,15.95,2.488,0.0559999999999999,4879,1
4880,1654738211,0.07223226843480005,48.87,13.0,400.0,13258.0,20201,939.69,2.29,2.38,15.78,2.461,0.0559999999999999,4880,1
4881,1654738212,0.07210669077757684,48.83,24.0,400.0,13255.0,20202,939.7,2.25,2.33,15.47,2.412,0.054,4881,1
4882,1654738213,0.07195599758890894,48.75,27.0,400.0,13255.0,20196,939.69,2.24,2.33,15.43,2.406,0.054,4882,1
4883,1654738214,0.07183041993168574,48.72,28.0,400.0,13256.0,20192,939.69,2.24,2.33,15.45,2.4090000000000003,0.054,4883,1
4885,1654738216,0.07157926461723929,48.58,30.0,400.0,13255.0,20194,939.699,2.33,2.42,16.05,2.502,0.057,4885,1
4886,1654738217,0.07145368696001606,48.55,26.0,400.0,13254.0,20191,939.699,2.34,2.43,16.09,2.51,0.057,4886,1
4887,1654738218,0.07132810930279285,48.48,20.0,400.0,13253.0,20194,939.703,2.35,2.45,16.21,2.527,0.057,4887,1
4888,1654738219,0.07120253164556958,48.48,27.0,400.0,13255.0,20195,939.699,2.35,2.44,16.15,2.519,0.057,4888,1
4889,1654738220,0.07107695398834638,48.41,22.0,400.0,13253.0,20194,939.694,2.32,2.41,15.97,2.491,0.0559999999999999,4889,1
4890,1654738221,0.07095137633112314,48.35,28.0,400.0,13246.0,20188,939.685,2.31,2.4,15.87,2.476,0.0559999999999999,4890,1
4891,1654738222,0.0708257986738999,48.37,23.0,400.0,13253.0,20198,939.687,2.31,2.4,15.88,2.477,0.0559999999999999,4891,1
4892,1654738223,0.0707002210166767,48.28,47.0,400.0,13238.0,20172,939.681,2.26,2.35,15.54,2.423,0.055,4892,1
4893,1654738224,0.07057464335945346,48.8,44.0,400.0,13240.0,20179,939.689,2.24,2.33,15.45,2.408,0.054,4893,1
4894,1654738225,0.07044906570223025,49.61,43.0,400.0,13227.0,20166,939.694,2.25,2.34,15.49,2.415,0.055,4894,1
4895,1654738226,0.07032348804500702,50.34,35.0,400.0,13238.0,20179,939.69,2.26,2.35,15.55,2.425,0.055,4895,1
4896,1654738227,0.07019791038778378,50.99,37.0,400.0,13242.0,20177,939.678,2.26,2.35,15.59,2.43,0.055,4896,1
4897,1654738228,0.07007233273056057,51.56,36.0,400.0,13238.0,20174,939.669,2.27,2.36,15.62,2.436,0.055,4897,1
4898,1654738229,0.06994675507333734,51.98,46.0,400.0,13236.0,20163,939.664,2.3,2.39,15.81,2.465,0.0559999999999999,4898,1
4899,1654738230,0.0698211774161141,52.35,45.0,400.0,13237.0,20178,939.665,2.29,2.38,15.79,2.463,0.0559999999999999,4899,1
4900,1654738231,0.06969559975889086,52.69,46.0,400.0,13238.0,20173,939.667,2.32,2.41,15.98,2.491,0.0559999999999999,4900,1
4901,1654738232,0.06957002210166766,52.99,36.0,400.0,13242.0,20180,939.669,2.32,2.41,15.96,2.489,0.0559999999999999,4901,1
4902,1654738233,0.06944444444444442,53.23,43.0,400.0,13242.0,20173,939.654,2.29,2.38,15.79,2.462,0.0559999999999999,4902,1
4903,1654738234,0.06931886678722121,53.43,32.0,400.0,13239.0,20182,939.657,2.26,2.34,15.52,2.421,0.055,4903,1
4904,1654738235,0.0692184046614426,53.63,37.0,400.0,13238.0,20171,939.676,2.23,2.31,15.32,2.389,0.054,4904,1
4905,1654738236,0.0690928270042194,53.79,44.0,400.0,13237.0,20169,939.694,2.19,2.27,15.07,2.349,0.053,4905,1
4906,1654738237,0.06896724934699616,53.89,32.0,400.0,13242.0,20182,939.688,2.2,2.28,15.11,2.356,0.053,4906,1
4907,1654738238,0.06884167168977293,54.05,43.0,400.0,13246.0,20176,939.685,2.23,2.31,15.32,2.388,0.054,4907,1
4908,1654738239,0.06871609403254972,54.18,44.0,400.0,13243.0,20179,939.682,2.22,2.31,15.31,2.388,0.054,4908,1
4909,1654738240,0.06859051637532648,54.27,30.0,400.0,13247.0,20182,939.688,2.22,2.3,15.26,2.379,0.054,4909,1
4910,1654738241,0.06846493871810327,54.38,38.0,400.0,13241.0,20175,939.688,2.22,2.3,15.27,2.38,0.054,4910,1
4911,1654738242,0.06836447659232467,54.46,48.0,400.0,13243.0,20170,939.698,2.23,2.32,15.37,2.397,0.054,4911,1
4912,1654738243,0.06823889893510146,54.53,38.0,400.0,13244.0,20184,939.696,2.25,2.33,15.46,2.411,0.054,4912,1
4913,1654738244,0.06811332127787822,54.58,44.0,400.0,13238.0,20172,939.683,2.29,2.38,15.74,2.454,0.055,4913,1
4914,1654738245,0.06798774362065499,54.67,42.0,400.0,13242.0,20182,939.674,2.3,2.39,15.8,2.464,0.0559999999999999,4914,1
4915,1654738246,0.06786216596343178,54.71,32.0,400.0,13241.0,20182,939.668,2.3,2.39,15.83,2.468,0.0559999999999999,4915,1
4916,1654738247,0.06773658830620854,54.77,32.0,400.0,13243.0,20181,939.67,2.29,2.38,15.75,2.456,0.055,4916,1
4917,1654738248,0.06763612618043,54.82,43.0,400.0,13243.0,20170,939.675,2.28,2.37,15.68,2.445,0.055,4917,1
4918,1654738249,0.06751054852320673,54.88,51.0,400.0,13238.0,20169,939.688,2.27,2.36,15.62,2.436,0.055,4918,1
4919,1654738250,0.06738497086598352,54.95,42.0,400.0,13240.0,20177,939.684,2.26,2.35,15.54,2.423,0.055,4919,1
4920,1654738251,0.06725939320876029,54.99,43.0,400.0,13238.0,20175,939.676,2.25,2.34,15.5,2.417,0.055,4920,1
4921,1654738252,0.06715893108298168,55.04,41.0,400.0,13243.0,20181,939.676,2.25,2.34,15.47,2.412,0.054,4921,1
4922,1654738253,0.06703335342575847,55.15,15.0,400.0,13257.0,20196,939.663,2.25,2.33,15.46,2.41,0.054,4922,1
4923,1654738254,0.06690777576853521,54.55,21.0,400.0,13257.0,20203,939.657,2.25,2.34,15.48,2.414,0.055,4923,1
4924,1654738255,0.066782198111312,53.78,18.0,400.0,13252.0,20193,939.662,2.25,2.33,15.46,2.41,0.054,4924,1
4925,1654738256,0.06668173598553345,52.97,21.0,400.0,13254.0,20191,939.666,2.23,2.32,15.37,2.397,0.054,4925,1
4926,1654738257,0.06655615832831022,52.31,20.0,400.0,13254.0,20189,939.675,2.26,2.35,15.57,2.428,0.055,4926,1
4927,1654738258,0.06643058067108695,51.73,21.0,400.0,13256.0,20200,939.683,2.25,2.34,15.51,2.419,0.055,4927,1
4928,1654738259,0.06633011854530838,51.22,29.0,400.0,13246.0,20180,939.687,2.23,2.31,15.32,2.388,0.054,4928,1
4929,1654738260,0.0662045408880852,50.81,34.0,400.0,13246.0,20184,939.681,2.22,2.3,15.25,2.378,0.054,4929,1
4930,1654738261,0.06607896323086193,50.48,28.0,400.0,13248.0,20185,939.677,2.26,2.35,15.54,2.424,0.055,4930,1
4931,1654738262,0.06597850110508338,50.19,27.0,400.0,13248.0,20185,939.674,2.28,2.37,15.69,2.446,0.055,4931,1
